,,
رقم الصنف,اسم الصف,الوحدة
15065,شاهي العطار مراميه,حبة
15067,شاي العطار زهورات شامية *24,حبة
15068,شاي العطار زنجبيل *24,حبة
15069,شاي العطار زعتر بري *24,حبة
15070,شاي العطار نعناع  *24,حبة
15071,شاي العطار اخضر *24,حبة
15072,شاي العطار مليسة *24,حبة
15073,شاي العطار بابونج ويانسون *24,حبة
15076,شاي ابو شيبه خيط  120 *24,حبة
15079,شاي المنيس 1800 *16,حبة
150801,كرك خيوط الزعفران بدون سكر ( زعفران ),حبة
150802, كرك خيوط الزعفران بدون سكر ( هيل ),حبة
150803, كرك خيوط الزعفران بدون سكر ( زنجبيل),حبة
15081,شاي الممتاز خيط 115*36,حبة
150816,شاي اذربيجان توت * 24,حبة
150817,شاي السهمين ازرق OP1باكت 900 جم *10,حبة
150818,شاي السهمين خشن OPAعلبة بلاستيك425 جم *12,حبة
150819,شاي عزاوي العراقي علبة حديد 250 جم * 12,حبة
15082,الغضا احمر باكت -12,حبة
150820,شاي سنقيل خشن علبة حديد400 جم *12,حبة
150821,شاي بغداد خيط * 36,حبة
150822,شاهي العزاوي خيط 50*24,حبة
150823,شاهي اخضر صيني 300 جم,حبة
15083,شاي الغضا رويال حديد250جرام *10,حبة
15084,شاي الغضا خيط 100*24,حبة
15084,شاي الغضا خيط 100*24,حبة
15085,شاي ا المنيس ابيض  خيط 100*36,حبة
15086,شاي المنيس 450 جرام *20,حبة
15087,شاي اخضر صيني 900*8حبة (زعفراني),حبة
15088,شاي الكبوس خيط 100 * 24,حبة
150888,شاي الصمان علب مربع  360  جرام *24,حبة
150889,شاهي عراقي مدخن حديد 250 جم * 12,حبة
15089,شاي الغزالين حديد 225 جرام *12,حبة
150890,شاهي البدير اسود خيط *36,باكت
150891,شاهي البدير اسود علب 350 جم * 12,حبة
150892,شاي النهرين حديد 300 جم * 12,حبة
150893,شاهي عراقي 400جم *20,حبة
150894,شاهي عراقي حديد 300 جرام *12,حبة
150895,"شاي كرك الخير .. زنجبيل , هيل .. 12*12",ضرف
150896,شاي دسمان بلاس استيل 300 جم * 12,حبة
150897,شاي دسمان بلاس بلاستيك 500جم * 12,حبة
15090,شاي اذربيجان باكت 450 جرام*15,حبة
15091,جميد الكسيح,حبة
15092,شاي العطار بابونج *24,حبة
15094,شاي ابو شيبة  60 جرام 24- 25خيط,حبة
15095,شاي العطار زنجبيل وليمون  وعسل  *24,حبة
15096,شاي مغربي سلطان صغير   200 جم شد 60,حبة
15097,شاي مغربي سلطان عنبر كبير 500 جم  شد 24,حبة
15098,شاي كرك هيل بدون سكر  شد 12,حبة
15099,شاي كرك زعفران بدون سكرشد 12,حبة
15100,شاي باجبير صندوق *4,حبة
15102,شاي راس الحصان خيط شد 24,حبة
15104,شا ي الكرك عدني,حبة
15105,شاي ابو شيبه 200فله شد12حبه,حبة
15106,شاي كرك مصري شد 24 حبه,حبة
15107,شاي السهمين احمر  - خيط*36,حبة
15108,شاي الركن المغربي-250 جرام,حبة
15109,شاي الركن  المغربي 500جرام,حبة
15110,شاي الضيافه الرشاقة,حبة
15112,شاي غمدان  300جم باكت  *24,حبة
15113,زنجبيل وليمون الضيافة,حبة
15114,اذربيجان حديد شد 20,حبة
15115,شاي العطار مردقوش شد 24 حبه,حبة
15116,شاي ليبتون 100 خيط شد 24 حبه,حبة
15117,شاي الكبوس 5كجم,كيس
15118,شاي دلما 200فلة جرام,حبة
15120,شاي الوزة بلاستيك 300جرام,حبة
15122,شاي الوزة اكياس 1 كجم,حبة
15123,شاي الضيافة  بابونج,حبة
15123,شاي الضيافة  بابونج,حبة
15124,شاي الضيافة زعتر1*36.,حبة
15125,شاي الضيافة اخضر 1*36,حبة
15131,شاي العروسة فلة 250جم,حبة
15132,شاي ربيع اخضر -خيط*12,حبة
15133,شاي العروسة خيط*24,حبة
15135,شاي الوزة اخضر حديدعلبة*24,علبة
15136,شاي المنيس 900جم شد10,حبة
15137,شاي ابو جبل خيط1*75ضرف,حبة
15139,شاي توينجز حديد200جرام 1*6,حبة
15140,شاي العطار مورينجاء,حبة
15141,شاي كبوس حديد200جم-12حبة,حبة
15142,شاي ابوجبل صندوق 2كغ,صندوق2كغ
15145,شاي العطار كمون 24,حبة
15147,شاي الركن  المغربي خيط,حبة
15148,اخضر صيني شاي 300جم,حبة
15149,شاي الوزة اكياس 2كغ * 4 حبة,حبة
15155,شاي غمدان خيط,حبة
15158,شاي العطار ورق جوافة,حبة
15159,شاي الصمان 1.2 جرام,باكت
15162,شاي الخير فرط 1200 جم,حبة
15164,شاي ابو شيبة مع الزنجبيل 60 جرام 24,حبة
15165,شاي ابوشيبة  اكياس 120جم*24حبة,حبة
15167,شاي ابو شيبة مع النعناع 50جم *24حبة,حبة
15170,شاي العطار اوراق زيتون -24حبة,حبة
15171,شاي كبوس طويل التيلة250جم*12حبة,حبة
15174,زيت جوفال الجوفML250,حبة
15175,زيت جوفال الجوف ML500,حبة
15176,شاي هاي تي 2*5  كج,حبة
15177,شاي العطار شمار,حبة
15181,شاي بغداد 800جم *10 حبة,حبة
15182,شاي  عدني 200جم *24,حبة
15183,شاي ليبتون اخضر خيط * 12,حبة
15184,شاي الضيافة بابونج شد *36,حبة
15185,شاي الضيافة يانسون شد * 36,حبة
15187,خلطة شاي الكرك 100 جرام,حبة
15190,شاي الضيافة اعشاب بابونج خالص,حبة
15191,شاي الضيافة اعشاب كركديه,حبة
15192,شاي الضيافة اعشاب بابونج مع يانسون,حبة
15193,شاي هاي شد 48* 225 جم,حبة
15194,شاي هاي تي 12*900جم,حبة
15195,شاي هاي تي 24*450جم,حبة
15198,شاي هاي تي 1800جرام فله *6,حبة
15202,شاي المنيس ابيض  - خيط*36,حبة
15202,شاي المنيس ابيض  - خيط*36,حبة
15204,شاي الاولين 300 جرام كرتون 12 حبة,حبة
15205,شاي ابو جبلين (4*4.54) باجبير,حبة
15206,شاي العطار  قرفة وزنجبيل,حبة
15207,شاي اخضر فيتنامي كيس 1 كيلو,حبة
15208,شاي اخضر فيتنامي 500ج 32حبه,حبة
15209,شاي اخضر فيتنامي علبة 240جرام,حبة
15210,شاي المنيس حديد 400جم شد 24,حبة
15211,شاي الوزة اوراق كاملة 850*4,حبة
15212,شاي العطور,حبة
15215,شاي الشايب خيط -24باكت,حبة
15216,شاي خاثر خيط,حبة
15217,شاي خاثر  باكت,حبة
15219,شاي الوزة اسود حبيبات 450 جرام,حبة
15220,شاي اسود المصمك112خيط,حبة
15221,شاي المصمك 400*12,حبة
15223,شاي 999 بلاستيك 500جم,حبة
15227,شاي ابو طير 100 خيط,حبة
15228,شاي شاكر 500 جرام,حبة
15229,شاي خدير جبلي خيط 100*24,حبة
15230,شاي ازرق علب,حبة
15239,شاي اذربيجان 25 خيط,حبة
15240,الضيافة شاي اخضر ماتشا,حبة
15242,شاي العطار زنجبيل وعسل,حبة
15245,شاي اذربيجان حديد 250جرام شد 20,حبة
15247,اذربيجان خيط -100*24,حبة
15250,شاي  عدني 400جم -12حبة,حبة
15252,راس الحصان حديد300جم *12,حبة
15257,راس الحصان باكت 400جم شد 12حبة,حبة
15259,شاي الشايب حديد 250 جم-*24,علبة
15261,الغضا رويال باكت 300جم,حبة
15262,شاي الطائي اسود نقي سيلاني 10*2*500 جرام,حبة
15264,شاي ابو طير حديد 12*400جرام,حبة
15267,شاي 999هندي 2كغ .,صندوق2كغ
15268,شاي 999 هندي -1كغ,حبة
15272,الغضا حديد احمر شد 12,حبة
15273,السهمين ازرق 290جم -*24,حبة
15276,شاي انجليزي اخضر خيط  توينجز1*6,حبة
15277,شاي اخضر فيتنامي فرط  كيس 35كجم,كيلو
15279,شاي 511 مدخن 375 جرام,حبة
15281,شاي الكرسي الذهبي 400 جرام,حبة
15283,شاي خيط ممتاز 115*24*2 جم,حبة
15284,شاي الضيافة اخضر مع النعناع 1*36,حبة
15285,شاهي الضيافه زنجبيل-مع اليمون,حبة
15285,شاهي الضيافه زنجبيل-مع اليمون,حبة
15286,شاي نبوت اخضر 150 جرام,باكت
15287,شاي واردات الكويت علب 250 جرام,حبة
15288,شاهي كرزة 450 جرام,حبة
15293,شاي الوزة حديد مدور300 جرام *10,حبة
15294,شاي الوزة اسود ابو شيبة 250 جرام,حبة
15295,شاي الغضا الازرق الذهبي 250 جم,حبة
15296,شاي سيلاني باجبير 1كغ,حبة
15297,شاي خدير حديد ذهبي 200جرام *24,حبة
15298,شاهي بغدادي 200 جم*12,حبة
15299,شاهي هيماني اخضر بالتفاح,حبة
15303,شاي اخضر صيني حديد 250 جم *48,حبة
15305,شاي واردات الكويت  باكت 1 كيلو,حبة
15308,الوزة اوراق كامله حديد 200 جرام OP1  *12,حبة
15309,الوزة اوراق كامله باكت 900جرام OP1  *6,حبة
15310,شاهي الدنهاء حديد مدور 300 جرام,حبة
15311,شاي غصن بان 1*12,حبة
15312,شاهي ليبتون فرط 5 كجم * 2,كيس
15313,شاهي واردات الكويت ذهبي 450 جرام,حبة
15314,شاهي حضرموت 400 جم,حبة
15315,شاي ابيض ياباني العطار *24,حبة
280723,شاهي وادي النحل قرفة,حبة
280729,شاي هايلس علبة بلاستيك 300 جم,حبة
280733,شاي الجزيرة باكت 225 جم,حبة
280740,شاي هايلس انجليزي خيط,حبة
280780,شاي كرك مصري 24 حبة,ضرف
280806,شاي مستر طربوش 250 جم,حبة
280810,شاي اعشاب المصمك,حبة
280815,شاي مستر طربوش خيط,حبة
16,زيت الافوكادو 125 مل قطوف الوادي,حبة
16001,زيت الجوف 4 لتر,حبة
16002,زيت الجوف 2لتر,حبة
16003,زيت الجوف 1 لتر,حبة
16005,زيت الجوف قزاز 500مل,حبة
16006,زيت الجوف قزاز 250 مل,حبة
16007,زيت الوزير 500مل,حبة
16009,زيت الحسن 10 لتر,حبة
16014,زيت سمسم حصان 20,حبة
16014,زيت سمسم حصان 20,حبة
16015,زيت الحبة السوداء الحصان,حبة
16017,زيت الجلسرين مربع*20حبة,حبة
16018,زيت اللوز  الحلو مربع*20حبة,حبة
16019,زيت اللوز المر مربع*20حبة,حبة
16020,زيت نارجيل680مل*12,حبة
16023,زيت الجوف 250مل بيضاوي -12,حبة
16025,زيت زيتون ساسو كرتون-10*800مل,حبة
16026,زيت زيتون ساسو175مل,حبة
16027,زيت زيتون ساسو علب 400مل,حبة
16033,زيت القرية 10لتر,LT10
16037,زيت زيتون الريف 4 لتر*4,حبة
16044,زيت ارغان كزنوفا الاصلي300مل,حبة
16046,زيت سمسم يمني رقم 1,كيلو
16047,زيت السمسم يمني كيلو,كيلو
16048,زيت زيتون بالكيلو,كيلو
16055,زيت جنين القمح ميدلو125 مل,حبة
16057,زيت الحبه السوداءقطوف الوداي 125 مل,حبة
16060,زيت الصبار قطوف الوادي 125,حبة
16061,زيت الخردل قطوف الوادي 125 مل,حبة
16062,زيت الزنجبيل قطوف الوادي 125 مل,حبة
16063,زيت النعناع قطوف الوادي 125مل,حبة
16065,زيت القسط الهندي قطوف الوادي 125 ملي,حبة
16066,زيت الليمون قطوف الوادي 125مل,حبة
16067,زيت الزعتر قطوف الوادي 125مل,حبة
16068,زيت السدر قطوف الوادي 125 مل,حبة
16069,زيت جوز الهند قطوف الوادي 125 مل,حبة
16070,زيت الشذاب قطوف الوادي 125مل,حبة
16071,زيت المره المره قطوف الوادي 125 مل,حبة
16072,زيت بذور الكتان قطوف الوادي 125 مل,حبة
16073,زيت لبان الذكر قطوف الوادي 125مل,حبة
16074,زيت القرنفل قطوف الوادي 125 مل,حبة
16075,بودرة الكركم 150 مل قطوف الوادي,حبة
16076,زيت فيتامين E قطوف الوادي 125 مل,حبة
16077,زيت اللوز المر قطوف الوادي 125 مل,حبة
16078,زيت اكليل الجبل 125 قطوف الوادي,حبة
16079,زيت اللوز الحلو قطوف الوادي 125 مل,حبة
16080,زيت قطوف الوادي الجرجير 125مل,حبة
16081,زيت الكثيراء قطوف الوادي 125مل,حبة
16082,زيت البصل قطوف الوادي 125 مل,حبة
16083,زيت الزعفران قطوف الوادي 125مل,حبة
16085,زيت البردقوش قطوف الوادي 125مل,حبة
16086,زيت الزيتون قطوف الوادي 125مل,حبة
16088,زيت المرامية قطوف الوادي 125مل,حبة
16088,زيت المرامية قطوف الوادي 125مل,حبة
16089,زيت البندق قطوف الوادي 125مل,حبة
16090,زيت الشمطري قطوف الوادي 125مل,حبة
16091,زيت الزيوت السبعة قطوف الوادي 125مل,حبة
16092,زيت المشمش قطوف الوادي 125مل,حبة
16093,زيت الجلسرين قطوف الوادي 125مل,حبة
16094,زيت البابونج قطوف الوادي 125مل,حبة
16095,زيت القرع قطوف الوادي 125 مل,حبة
16096,زيت الحلبة قطوف الوادي 125مل,حبة
16097,زيت الحرمل قطوف الوادي125مل,حبة
16098,زيت الهيل قطوف الوادي 125مل,حبة
16099,زيت الترمس الحلو قطوف الوادي 125مل,حبة
16100,زيت المحلب قطوف الوادي 125مل,حبة
16101,زيت السمسم قطوف الوادي 125مل,حبة
16102,زيت حب الرشاد قطوف الوادي 125مل,حبة
16103,زيت الارغان قطوف الوادي 125 مل,حبة
16104,زيت الخروع قطوف الوادي 125 مل,حبة
16105,زيت الفجل قطوف الوادي 125مل,حبة
16106,زيت القرفة قطوف الوادي 125مل,حبة
16108,زيت بذور العنب قطوف الوادي 125 مل,حبة
16109,زيت الكافور قطوف الوادي 125 مل,حبة
16110,زيت الاس قطوف الوادي 125 مل,حبة
16111,زيت البنفسج قطوف الوادي 125 مل,حبة
16112,زيت اللافندر( الخزامة) قطوف الوادي 125مل,حبة
16115,زيت الياسمين قطوف الوادي 125مل,حبة
16119,زيت الورد قطوف الوادي 125 ملي,حبة
16120,زيت هالة تنك 17 لتر,حبة
16121,زيت نسرين تنك 17 لتر,حبة
16122,زيت العربي تنك 17 لتر,حبة
